SR_No,Survey Registered Date,Survey ID,Mode of Survey,Survey Location,Survey Type,Survey Subtype,LR No,LR Date,Vehicle Number,Other Vehicle Numbers,Vehicle Gross Weight (Kg),Vehicle Tare Weight (Kg),UOM,Cargo Length,Cargo Breadth,Cargo Height,Cargo Weight (Kg),Gross Weight (KG),Unit of Qty,Product Qty,Unit Rate,Tax Rate,Gross Total,Invoice Date,Invoice Value,Sum Assured,Consignor GSTIN,Consignor Name,Consignor City,Consignor State,Consignee GSTIN,Consignee Name,Consignee City,Consignee State,Insurer GSTIN,Insurer Name,Insurer City,Insurer State,Carrier GSTIN,Carrier Name,Carrier City,Carrier State,Shipped From,Shipped To,Weather at Loading Port,Weather at Destination Port,External Packaging Detail,Internal Packaging Detail,Other Packaging Detail,Marks and Numbers (Container/Conveyance),Marks and Numbers (Cargo),Package Observation (Container/Conveyance),Package Observation (Cargo),Lashing (Cargo),Dunnage and Chocking (Cargo),Damages and Other Observation (Container),Damages and Other Observation (Cargo),Invoice and Packing List,Copy of L/R or Delivery Challan,Copy of E-way Bill,Copy of Vehicle Registration Certificate,Copy of Vehicle Fitness Certificate,Date of Factory Stuffing,Date of Cargo expected to leave,Date of L/R (anticipated),Survey Completed Date,Status,Survey Done By,source,Exposure_Value,Delay_Days,Route,Delay_LR_minus_Stuffing,Delay_Stuffing_minus_LR,Delay_Abs_Days,HSN2,from_lat,from_lon,to_lat,to_lon,distance_km,is_intracity,distance_usable,invoice_value,gross_total,sum_assured,exposure_value,eWayBill,eWayBill_12,eWayBillDate,ewaybill_is_valid_12,ewaybill_digits,origin_city,destination_city,route,origin_lat,origin_lon,dest_lat,dest_lon,dispatch_date,arrival_date,delay_days,consignor,consignee,carrier,client_tag,source_file,pipeline_version,run_date,Driver License No,Driver DOB,Driver Mobile No,HSN Code,Product Model No,Product Description,Consignor Address,Consignor Pincode,Consignee Address,Consignee Pincode,Insurer Address,Insurer Pincode,Carrier Address,Carrier PIN,use_for_distance_analytics,near_zero_distance,must_have_nonnull,must_have_fill_rate,is_suspect_test_row,invoice_value_raw,gross_total_raw,sum_assured_raw,dispatch_dt,arrival_dt,delay_abs_days
48,2025-10-01,V2CSSRY101017,Physical,"VADODARA, GUJARAT",Cargo Condition Inspection,Pre Dispatch,,,RJ14GT4243,,"18,500","7,800",FT,9.6,7.4,9.6,"7,698","7,698",Numbers,1,"67,02,150",18.0,,2025-10-01,,,24AAACV2809D1ZS,,VADODARA ,Gujarat,29AAACB4881D1ZQ,,Bangalore,Karnataka,27AAACN4165C3ZP,THE NEW INDIA ASSURANCE CO LIMITED,,Maharashtra,24AJTPG5264G1Z1,,Valsad,Gujarat,,,Normal,Normal,Loose/Unpacked,,,"Vehicle Number: RJ14GT4243,   ",UNIT SERIAL NUMBER W250000708,"Vehicle Number: RJ14GT4243,     ",,2 BELT USE ,15 WELDING ON BASE FRAME , ,Please make sure that  RED FLAG / REFLECTOR TAPE is placed on the cargo,Yes,Yes,Yes,Yes,Yes,2025-10-01,2025-10-01,2025-10-01,2025-10-01 10:33:53 PM,Approved,Prashant,,,,,,,,,,,,,1135.9867559418983,False,,7908537.0,7908537.0,8699391.0,8699391.0,671981394695.0,,2025-09-30,False,6719813946950,Vadodara,Bangalore,,22.2973142,73.1942567,12.9767936,77.590082,,,,VOLTAS LIMITED,BANGALORE METRO RAIL CORPORATION LIMITED,SHYAMSUNDER BHIMSAIN GOYAL,Voltas,voltas_as_on_20_03_2026.csv,ap_v1.1.0_reset,2026-03-20 18:23:04,RJ4020180001322,2025-10-01 17:04:57,9328762266.0,84186100.0,Product Model No, ACEGAFVXR2102MHBM-AC VFD SCREW CHILLER ,SIDDHI INDUSTRIAL P;ARK NEAR GB WAGHODIA     ,391760.0,K H Road  3rd Floor  BMTC Complex  Shanthinagar,560027.0,Bank Street    34/38  Fort,400023.0,Chanod Colony Road  1 st Floor  Flat No B-1  Vapi,396195.0,True,False,11,1.0,False,"79,08,537","79,08,537","86,99,391",,,
49,2025-10-01,V2CSSRY101018,Physical,"VADODARA, GUJARAT",Cargo Condition Inspection,Pre Dispatch,,,CG04MP1469,,"18,500","8,300",FT,9.6,7.4,9.6,"8,000","8,000",Numbers,1,"67,02,150",18.0,,2025-10-01,,,24AAACV2809D1ZS,,VADODARA ,Gujarat,29AAACB4881D1ZQ,,Bangalore,Karnataka,27AAACN4165C3ZP,THE NEW INDIA ASSURANCE CO LIMITED,,Maharashtra,24AJTPG5264G1Z1,,Valsad,Gujarat,,,Normal,Normal,Loose/Unpacked,,,"Vehicle Number: CG04MP1469,     ",UNIT SERIAL NUMBER W250001109,"Vehicle Number: CG04MP1469,   ",,2 BELT USE ,16 WELDING ON BASE FRAME , ,Please make sure that  RED FLAG / REFLECTOR TAPE is placed on the cargo,Yes,Yes,Yes,Yes,Yes,2025-10-01,2025-10-01,2025-10-01,2025-10-01 11:25:30 PM,Approved,Prashant,,,,,,,,,,,,,1135.9867559418983,False,,7908537.0,7908537.0,8699391.0,8699391.0,621981407310.0,,2025-09-30,False,6219814073100,Vadodara,Bangalore,,22.2973142,73.1942567,12.9767936,77.590082,,,,VOLTAS LIMITED,BANGALORE METRO RAIL CORPORATION LIMITED,SHYAMSUNDER BHIMSAIN GOYAL,Voltas,voltas_as_on_20_03_2026.csv,ap_v1.1.0_reset,2026-03-20 18:23:04,MP17R20210190537,2025-10-01 17:56:12,9328762266.0,84186100.0,Product Model No,ACEGAFVXR2102MHBM AC VFD SCREW CHILLER  ,SIDDHI INDUSTRIAL PARK NEAR GB WAGHODIA ,391760.0,K H Road  3rd Floor  BMTC Complex  Shanthinagar,560027.0,Bank Street    34/38  Fort,400023.0,Chanod Colony Road  1 st Floor  Flat No B-1  Vapi,396195.0,True,False,11,1.0,False,"79,08,537","79,08,537","86,99,391",,,
50,2025-10-03,V2CSSRY101019,Physical,"VADODARA, GUJARAT",Cargo Condition Inspection,Pre Dispatch,,,MH16CD1258,,"18,500","8,450",FT,9.6,7.4,9.6,"8,000","8,000",Numbers,1,"67,02,150",18.0,,2025-10-03,,,24AAACV2809D1ZS,,VADODARA,Gujarat,29AAACB4881D1ZQ,,Bangalore,Karnataka,27AAACN4165C3ZP,THE NEW INDIA ASSURANCE CO LIMITED,,Maharashtra,24AJTPG5264G1Z1,,Valsad,Gujarat,,,Normal,Normal,Loose/Unpacked,,,"Vehicle Number: MH16CD1258,   ",UNIT SERIAL NUMBER W250000908,"Vehicle Number: MH16CD1258,     ",,3 BELT USE ,18 WELDING ON BASE FRAME , ,Please make sure that  RED FLAG / REFLECTOR TAPE is placed on the cargo,Yes,Yes,Yes,Yes,Yes,2025-10-03,2025-10-03,2025-10-03,2025-10-03 06:31:16 PM,Approved,Prashant,,,,,,,,,,,,,1135.9867559418983,False,,7908537.0,7908537.0,8699391.0,8699391.0,651982078130.0,,2025-10-02,False,6519820781300,Vadodara,Bangalore,,22.2973142,73.1942567,12.9767936,77.590082,,,,VOLTAS LIMITED,BANGALORE METRO RAIL CORPORATION LIMITED,SHYAMSUNDER BHIMSAIN GOYAL,Voltas,voltas_as_on_20_03_2026.csv,ap_v1.1.0_reset,2026-03-20 18:23:04,MH2320070013951,2025-10-03 13:01:58,9270185628.0,84186100.0,Product Model No, ACEGAFVXR2102MHBM-AC VFD SCREW CHILLER , SIDDHI INDUSTRIAL PARK NEAR GB WAGHODIA    ,391760.0,K H Road  3rd Floor  BMTC Complex  Shanthinagar,560027.0,Bank Street    34/38  Fort,400023.0,Chanod Colony Road  1 st Floor  Flat No B-1  Vapi,396195.0,True,False,11,1.0,False,"79,08,537","79,08,537","86,99,391",,,
51,2025-10-03,V2CSSRY101020,Physical,"VADODARA, GUJARAT",Cargo Condition Inspection,Pre Dispatch,,,MP12PQ5386,,"18,500","8,200",FT,9.6,7.4,9.6,"8,000","8,000",Numbers,1,"67,02,150",18.0,,2025-10-03,,,24AAACV2809D1ZS,,VADODARA,Gujarat,29AAACB4881D1ZQ,,Bangalore,Karnataka,27AAACN4165C3ZP,THE NEW INDIA ASSURANCE CO LIMITED,,Maharashtra,24AJTPG5264G1Z1,,Valsad,Gujarat,,,Normal,Normal,Loose/Unpacked,,,"Vehicle Number: MP12PQ5386,   ",UNIT SERIAL NUMBER W250001009,"Vehicle Number: MP12PQ5386,   ",,3 BELT USE ,18 WELDING ON BASE FRAME , ,Please make sure that  RED FLAG / REFLECTOR TAPE is placed on the cargo,Yes,Yes,Yes,Yes,Yes,2025-10-03,2025-10-03,2025-10-03,2025-10-03 07:55:45 PM,Approved,Prashant,,,,,,,,,,,,,1135.9867559418983,False,,7908537.0,7908537.0,8699391.0,8699391.0,681982262505.0,,2025-10-02,False,6819822625050,Vadodara,Bangalore,,22.2973142,73.1942567,12.9767936,77.590082,,,,VOLTAS LIMITED,BANGALORE METRO RAIL CORPORATION LIMITED,SHYAMSUNDER BHIMSAIN GOYAL,Voltas,voltas_as_on_20_03_2026.csv,ap_v1.1.0_reset,2026-03-20 18:23:04,MH1120160022023,2025-10-03 14:26:23,8767602604.0,84186100.0,Product Model No, ACEGAFVXR2102MHBM-AC VFD SCREW CHILLER ,"Plot No.1, Siddhi Industrial Infrastructure Park Near GEB Substation, Opp. Persang Alloys Village Waghodia",391760.0,K H Road  3rd Floor  BMTC Complex  Shanthinagar,560027.0,Bank Street    34/38  Fort,400023.0,Chanod Colony Road  1 st Floor  Flat No B-1  Vapi,396195.0,True,False,11,1.0,False,"79,08,537","79,08,537","86,99,391",,,
52,2025-10-04,V2CSSRY101022,Physical,"VADODARA, GUJARAT",Cargo Condition Inspection,Pre Dispatch,,,GJ27TT8709,,"18,500","8,200",FT,9.6,7.4,9.6,"5,000","5,000",Numbers,1,"23,15,789",18.0,,2025-10-04,,,24AAACV2809D1ZS,,VADODARA ,Gujarat,33AAJCM3448G1ZI,,Erode,Tamil Nadu,27AAACN4165C3ZP,THE NEW INDIA ASSURANCE CO LIMITED,,Maharashtra,24AAACI5607C1Z5,,Ahmedabad,Gujarat,,,Normal,Normal,Loose/Unpacked,,,"Vehicle Number: GJ27TT8709,   ",UNIT SERIAL NUMBER W250001309,"Vehicle Number: GJ27TT8709,     ",,2 BELT USE ,18 WELDING ON BASE FRAME , FLAT BED ODC ,Please make sure that  RED FLAG / REFLECTOR TAPE is placed on the cargo,Yes,Yes,Yes,Yes,Yes,2025-10-04,2025-10-04,2025-10-04,2025-10-04 05:24:09 PM,Approved,Prashant,,,,,,,,,,,,,1280.1519492764016,False,,2732631.0,2732631.0,3005894.0,3005894.0,651982548691.0,,2025-10-03,False,6519825486910,Vadodara,Erode,,22.2973142,73.1942567,11.4905282,77.3505274,,,,VOLTAS LIMITED,MILKY MIST DAIRY FOOD LIMITED,INLAND WORLD LOGISTICS PRIVATE LIMITED,Voltas,voltas_as_on_20_03_2026.csv,ap_v1.1.0_reset,2026-03-20 18:23:04,UP7220200022844,2025-10-04 11:58:46,9053398317.0,84186100.0,Product Model No,ACEGAFVXR1001M H-AC VFD SCREW CHILLER ,SIDDHI INDUTRIAL PARK NEAR GB WAGHODIA ,391760.0,Kunnathur Road    SF 43/1-4  Pattackarampalayam,638057.0,Bank Street    34/38  Fort,400023.0,"Ved Mandir Road, Kankaria    7A  Ahmedabad",380022.0,True,False,11,1.0,False,"27,32,631","27,32,631","30,05,894",,,
53,2025-10-04,V2CSSRY101023,Physical,"VADODARA, GUJARAT",Cargo Condition Inspection,Pre Dispatch,,,DN09U9904,,"18,500","5,605",FT,9.8,8.0,9.8,"10,499","10,499",Numbers,1,"97,63,000",18.0,,2025-10-04,,,24AAACV2809D1ZS,,VADODARA ,Gujarat,36AAACD6745J1ZH,,K.V.Rangareddy,Telangana,27AAACN4165C3ZP,THE NEW INDIA ASSURANCE CO LIMITED,,Maharashtra,24AJTPG5264G1Z1,,Valsad,Gujarat,,,Normal,Normal,Loose/Unpacked,,,"Vehicle Number: DN09U9904,   ",UNIT SERIAL NUMBER W250000309,"Vehicle Number: DN09U9904,   ",,4 BELT USE ,17 WELDING ON BASE FRAME , ,Please make sure that  RED FLAG / REFLECTOR TAPE is placed on the cargo,Yes,Yes,Yes,Yes,Yes,2025-10-04,2025-10-04,2025-10-04,2025-10-04 09:41:45 PM,Approved,Prashant,,,,,,,,,,,,,862.689510441513,False,,11520340.0,11520340.0,12672374.0,12672374.0,691982999648.0,,2025-10-03,False,6919829996480,Vadodara,Nalgonda,,22.2973142,73.1942567,17.0504406,79.2669235,,,,VOLTAS LIMITED,DIVI S LABORATORIES LIMITED,SHYAMSUNDER BHIMSAIN GOYAL,Voltas,voltas_as_on_20_03_2026.csv,ap_v1.1.0_reset,2026-03-20 18:23:04,UP7420200016155,2025-10-04 16:12:19,8767602604.0,84186100.0,Product Model No, ACWDX90M20EO70 84LG-Chilling Plant Screw 91TR -20°C,SIDDHI INDUSTRIAL PARK NEAR GB WGHODIA ,391760.0,GACHIBOWLI  CYBER HILLS  1-72/23P/DIVIS/303  HYDERABAD,500032.0,Bank Street    34/38  Fort,400023.0,Chanod Colony Road  1 st Floor  Flat No B-1  Vapi,396195.0,True,False,11,1.0,False,"1,15,20,340","1,15,20,340","1,26,72,374",,,
54,2025-10-05,V2CSSRY101024,Physical,"VADODARA, GUJARAT",Cargo Condition Inspection,Pre Dispatch,,,RJ01GC0979,,"55,000","12,200",FT,8.8,10.2,8.8,"8,900","8,900",Numbers,1,"50,50,000",18.0,,2025-09-29,,,24AAACV2809D1ZS,,VADODARA,Gujarat,06AAACA2149R1ZH,,Sonipat,Haryana,27AAACN4165C3ZP,THE NEW INDIA ASSURANCE CO LIMITED,,Maharashtra,24AAACI5607C1Z5,,Ahmedabad,Gujarat,,,Normal,Normal,Loose/Unpacked,,,"Vehicle Number: RJ01GC0979,  Other Vehicle Numbers: ,    Flatbed trailer",Serial NO - W250000109,"Vehicle Number: RJ01GC0979,  Other Vehicle Numbers: ,    Flatbed trailer",,"08 Belts, 04 chains ",08 Weldings,Flatbed trailer,Please make sure that  RED FLAG / REFLECTOR TAPE is placed on the cargo,Yes,Yes,Yes,Yes,Yes,2025-10-05,2025-10-05,2025-10-05,2025-10-05 03:38:19 PM,Approved,Prashant,,,,,,,,,,,,,1221.8427511377854,False,,5959000.0,5959000.0,6554900.0,6554900.0,631983150811.0,,2025-10-04,False,6319831508110,Vadodara,Angul,,22.2973142,73.1942567,21.102538,84.9536825,,,,VOLTAS LIMITED,ADVANCE VENTILATION PRIVATE LIMITED,INLAND WORLD LOGISTICS PRIVATE LIMITED,Voltas,voltas_as_on_20_03_2026.csv,ap_v1.1.0_reset,2026-03-20 18:23:04,RJ48 20200001954,2001-07-09 18:30:00,6378752976.0,84186100.0,Product Model No,ACEGWFXR3202MLSSC-WC SCREW CHILLER,"Plot no 1 , Siddhi industrial infrastructure park, near GEB Substaion , opp persang alloys waghodia raod , vadodara , waghodia",391760.0,"Village Nathupur    Khasra No-22//21/1, 21/2, 22//22/1, 22/2  Sonipat",131029.0,Bank Street    34/38  Fort,400023.0,"Ved Mandir Road, Kankaria    7A  Ahmedabad",380022.0,True,False,11,1.0,False,"59,59,000","59,59,000","65,54,900",,,
55,2025-10-05,V2CSSRY101025,Physical,"VADODARA, GUJARAT",Cargo Condition Inspection,Pre Dispatch,,,RJ01GC0979,RJ01GC0979,"55,000","12,200",METER,8.8,10.2,8.8,"8,900","8,899",Numbers,1,"50,50,000",18.0,,2025-09-29,,,24AAACV2809D1ZS,,VADODARA,Gujarat,06AAACA2149R1ZH,,Sonipat,Haryana,27AAACN4165C3ZP,THE NEW INDIA ASSURANCE CO LIMITED,,Maharashtra,24AAACI5607C1Z5,,Ahmedabad,Gujarat,,,Normal,Normal,Loose/Unpacked,,,"Vehicle Number: RJ01GC0979,  Other Vehicle Numbers: RJ01GC0979,    Flatbed trailer",SERIAL NO - W250000209,"Vehicle Number: RJ01GC0979,  Other Vehicle Numbers: RJ01GC0979,    Flatbed trailer",,"08 BELTS, 04 CHAINS",08 WELDINGS,Flatbed trailer,Please make sure that  RED FLAG / REFLECTOR TAPE is placed on the cargo,Yes,Yes,Yes,Yes,Yes,2025-10-05,2025-10-05,2025-10-05,2025-10-05 04:07:28 PM,Approved,Prashant,,,,,,,,,,,,,1221.8427511377854,False,,5959000.0,5959000.0,6554900.0,6554900.0,621983150409.0,,2025-10-05,False,6219831504090,Vadodara,Angul,,22.2973142,73.1942567,21.102538,84.9536825,,,,VOLTAS LIMITED,ADVANCE VENTILATION PRIVATE LIMITED,INLAND WORLD LOGISTICS PRIVATE LIMITED,Voltas,voltas_as_on_20_03_2026.csv,ap_v1.1.0_reset,2026-03-20 18:23:04,RJ48 20200001954,2001-07-09 18:30:00,6378752976.0,84186100.0,Product Model No,ACEGWFXR3202MLSSC-WC SCREW CHILLER,"Plot no 1 , Siddhi industrial infrastrial infrastructure park , near GEB  Substation , opp , parsang alloys waghodia.",391760.0,"Village Nathupur    Khasra No-22//21/1, 21/2, 22//22/1, 22/2  Sonipat",131029.0,Bank Street    34/38  Fort,400023.0,"Ved Mandir Road, Kankaria    7A  Ahmedabad",380022.0,True,False,11,1.0,False,"59,59,000","59,59,000","65,54,900",,,
56,2025-10-06,V2CSSRY101026,Physical,"VADODARA, GUJARAT",Cargo Condition Inspection,Pre Dispatch,,,HR74B6238,,"18,500","8,100",FT,9.6,7.4,9.6,"8,199","8,198",Numbers,1,"67,02,150",18.0,,2025-10-06,,,24AAACV2809D1ZS,,VADODARA,Gujarat,29AAACB4881D1ZQ,,Bangalore,Karnataka,27AAACN4165C3ZP,THE NEW INDIA ASSURANCE CO LIMITED,,Maharashtra,24AJTPG5264G1Z1,,Valsad,Gujarat,,,Normal,Normal,Loose/Unpacked,,,"Vehicle Number: HR74B6238,  Other Vehicle Numbers: ,    Flatbed trailer",SERIAL NO - W250001209,"Vehicle Number: HR74B6238,  Other Vehicle Numbers: ,    Flatbed trailer",,04 BELTS,10 WELDINGS,Flatbed trailer,Please make sure that  RED FLAG / REFLECTOR TAPE is placed on the cargo,Yes,Yes,Yes,Yes,Yes,2025-10-06,2025-10-06,2025-10-06,2025-10-06 12:45:20 PM,Approved,Prashant,,,,,,,,,,,,,1135.9867559418983,False,,7908537.0,7908537.0,8699391.0,8699391.0,611983482495.0,,2025-10-05,False,6119834824950,Vadodara,Bangalore,,22.2973142,73.1942567,12.9767936,77.590082,,,,VOLTAS LIMITED,BANGALORE METRO RAIL CORPORATION LIMITED,SHYAMSUNDER BHIMSAIN GOYAL,Voltas,voltas_as_on_20_03_2026.csv,ap_v1.1.0_reset,2026-03-20 18:23:04,MH01 20050027608,1980-12-31 18:30:00,8053337022.0,84186100.0,Product Model No,ACEGAFVXR2102MHBM-AC VFDSCREW CHILLER,"Plot no 1 , siddhi industrial infrastructure park,near GEB substation , opp,persang alloys waghodia road , waghodia",391760.0,K H Road  3rd Floor  BMTC Complex  Shanthinagar,560027.0,Bank Street    34/38  Fort,400023.0,Chanod Colony Road  1 st Floor  Flat No B-1  Vapi,396195.0,True,False,11,1.0,False,"79,08,537","79,08,537","86,99,391",,,
57,2025-10-06,V2CSSRY101028,Physical,"VADODARA, GUJARAT",Cargo Condition Inspection,Pre Dispatch,,,MH46CU9717,,"39,500","13,190",FT,9.1,8.4,9.1,"12,000","12,000",Numbers,1,"1,03,35,000",18.0,,2025-10-06,,,24AAACV2809D1ZS,,VADODARA ,Gujarat,36AAACD6745J1ZH,,K.V.Rangareddy,Telangana,27AAACN4165C3ZP,THE NEW INDIA ASSURANCE CO LIMITED,,Maharashtra,24AJTPG5264G1Z1,,Valsad,Gujarat,,,Normal,Normal,Loose/Unpacked,,,"Vehicle Number: MH46CU9717,  Other Vehicle Numbers: ,    Flatbed trailer",UNIT SERIAL NUMBER W250000109,"Vehicle Number: MH46CU9717,  Other Vehicle Numbers: ,    Flatbed trailer",,4 BELT ,24 WELDING ON BASE FRAME ,Flatbed trailer,Please make sure that  RED FLAG / REFLECTOR TAPE is placed on the cargo,Yes,Yes,Yes,Yes,Yes,2025-10-06,2025-10-06,2025-10-06,2025-10-06 10:55:52 PM,Approved,Prashant,,,,,,,,,,,,,862.689510441513,False,,12195300.0,12195300.0,13414830.0,13414830.0,611983912356.0,,2025-10-05,False,6119839123560,Vadodara,Nalgonda,,22.2973142,73.1942567,17.0504406,79.2669235,,,,VOLTAS LIMITED,DIVI S LABORATORIES LIMITED,SHYAMSUNDER BHIMSAIN GOYAL,Voltas,voltas_as_on_20_03_2026.csv,ap_v1.1.0_reset,2026-03-20 18:23:04,MH1620170060017,1999-07-17 17:27:18,8329287895.0,84186100.0,Product Model No, ACWDX215P05EO84LG CHILLING PLANT SCREW 162 TR , SIDDHI IONDUSTRIAL PARK NEAR GB WAGHODIA ,391760.0,GACHIBOWLI  CYBER HILLS  1-72/23P/DIVIS/303  HYDERABAD,500032.0,Bank Street    34/38  Fort,400023.0,Chanod Colony Road  1 st Floor  Flat No B-1  Vapi,396195.0,True,False,11,1.0,False,"1,21,95,300","1,21,95,300","1,34,14,830",,,
58,2025-10-07,V2CSSRY101033,Physical,"VADODARA, GUJARAT",Cargo Condition Inspection,Pre Dispatch,,,MH46CU1601,,"39,500","12,690",FT,9.1,8.4,9.1,"11,999","11,999",Numbers,1,"1,03,35,000",18.0,,2025-10-07,,,24AAACV2809D1ZS,,vadodara ,Gujarat,36AAACD6745J1ZH,,K.V.Rangareddy,Telangana,27AAACN4165C3ZP,THE NEW INDIA ASSURANCE CO LIMITED,,Maharashtra,24AJTPG5264G1Z1,,Valsad,Gujarat,,,Normal,Normal,Loose/Unpacked,,,"Vehicle Number: MH46CU1601,  Other Vehicle Numbers: ,    Flatbed trailer",UNIT SERIAL NUMBER W250000209,"Vehicle Number: MH46CU1601,  Other Vehicle Numbers: ,    Flatbed trailer",,6 BELT USE ,24 WELDING ON BASE FRAME ,Flatbed trailer,Please make sure that  RED FLAG / REFLECTOR TAPE is placed on the cargo,Yes,Yes,Yes,Yes,Yes,2025-10-07,2025-10-07,2025-10-07,2025-10-07 04:40:47 PM,Approved,Prashant,,,,,,,,,,,,,862.689510441513,False,,12195300.0,12195300.0,13414830.0,13414830.0,601984381114.0,,2025-10-06,False,6019843811140,Vadodara,Nalgonda,,22.2973142,73.1942567,17.0504406,79.2669235,,,,VOLTAS LIMITED,DIVI S LABORATORIES LIMITED,SHYAMSUNDER BHIMSAIN GOYAL,Voltas,voltas_as_on_20_03_2026.csv,ap_v1.1.0_reset,2026-03-20 18:23:04,MH2320150010525,1996-06-19 18:30:00,7720806695.0,84186100.0,Product Model No, ACWDX215P05EO84 LG-Chilling Plant Screw 162TR -5°C,siddhi industrial park near gb waghodia   ,391760.0,GACHIBOWLI  CYBER HILLS  1-72/23P/DIVIS/303  HYDERABAD,500032.0,Bank Street    34/38  Fort,400023.0,Chanod Colony Road  1 st Floor  Flat No B-1  Vapi,396195.0,True,False,11,1.0,False,"1,21,95,300","1,21,95,300","1,34,14,830",,,
59,2025-10-09,V2CSSRY101035,Physical,"VADODARA, GUJARAT",Cargo Condition Inspection,Pre Dispatch,,,MH46CL1117,,"39,500","13,100",FT,9.1,8.4,9.1,"12,000","12,000",Numbers,1,"1,03,35,000",18.0,,2025-10-09,,,24AAACV2809D1ZS,,VADODARA ,Gujarat,36AAACD6745J1ZH,,K.V.Rangareddy,Telangana,27AAACN4165C3ZP,THE NEW INDIA ASSURANCE CO LIMITED,,Maharashtra,24AJTPG5264G1Z1,,Valsad,Gujarat,,,Normal,Normal,Loose/Unpacked,,,"Vehicle Number: MH46CL1117,  Other Vehicle Numbers: ,    Flatbed trailer",UNIT SERIAL NUMBER W250000309,"Vehicle Number: MH46CL1117,  Other Vehicle Numbers: ,    Flatbed trailer",,5 BELT USE ,20 WELDING ON BASE FRAME ,Flatbed trailer,Please make sure that  RED FLAG / REFLECTOR TAPE is placed on the cargo,Yes,Yes,Yes,Yes,Yes,2025-10-09,2025-10-09,2025-10-09,2025-10-09 02:13:06 PM,Approved,Prashant,,,,,,,,,,,,,862.689510441513,False,,12195300.0,12195300.0,13414830.0,13414830.0,641985685161.0,,2025-10-08,False,6419856851610,Vadodara,Nalgonda,,22.2973142,73.1942567,17.0504406,79.2669235,,,,VOLTAS LIMITED,DIVI S LABORATORIES LIMITED,SHYAMSUNDER BHIMSAIN GOYAL,Voltas,voltas_as_on_20_03_2026.csv,ap_v1.1.0_reset,2026-03-20 18:23:04,MH1620150002583,1994-03-15 18:30:00,9371624141.0,84186100.0,Product Model No, ACWDX215P05EO84LG-CHILLING PLANT SCREW 162 TR ,PLOT NO 1 SIDHHI INDUSTRIAL PARK NEAR GB SUB WAGHODIA ,391760.0,GACHIBOWLI  CYBER HILLS  1-72/23P/DIVIS/303  HYDERABAD,500032.0,Bank Street    34/38  Fort,400023.0,Chanod Colony Road  1 st Floor  Flat No B-1  Vapi,396195.0,True,False,11,1.0,False,"1,21,95,300","1,21,95,300","1,34,14,830",,,
60,2025-10-11,V2CSSRY101037,Physical,"VADODARA, GUJARAT",Cargo Condition Inspection,Pre Dispatch,,,RJ06GC0560,,"18,500","6,200",FT,9.6,7.4,9.6,"4,000","4,000",Numbers,1,"27,00,000",18.0,,2025-10-11,,,24AAACV2809D1ZS,,VADODARA ,Gujarat,08AAGCI2799R2ZI,,Jaipur,Rajasthan,27AAACN4165C3ZP,THE NEW INDIA ASSURANCE CO LIMITED,,Maharashtra,24AABFY0533F1ZL,,Ahmedabad,Gujarat,,,Normal,Normal,Loose/Unpacked,,,"Vehicle Number: RJ06GC0560,   ",UNIT SERIAL NUMBER W250000110,"Vehicle Number: RJ06GC0560,   ",,2 BELT USE ,8 WELDING ON BASE FRAME , ,Please make sure that  RED FLAG / REFLECTOR TAPE is placed on the cargo,Yes,Yes,Yes,Yes,Yes,2025-10-11,2025-10-11,2025-10-11,2025-10-11 10:44:30 PM,Approved,Prashant,,,,,,,,,,,,,577.9658044505583,False,,3186000.0,3186000.0,3504600.0,3504600.0,631987462121.0,,2025-10-10,False,6319874621210,Vadodara,Jaipur,,22.2973142,73.1942567,26.9154576,75.8189817,,,,VOLTAS LIMITED,INSOLATION GREEN ENERGY PRIVATE LIMITED,YATAYAT CORPORATION OF INDIA,Voltas,voltas_as_on_20_03_2026.csv,ap_v1.1.0_reset,2026-03-20 18:23:04,RJ0620010067447,1979-08-19 18:30:00,9301360996.0,84186100.0,Product Model No, ACEGAFVXR1001MHIV-AC VFD SCREW CHILLER ,SIDDHI INDUSTRIAL PARK NEAR GB WAGHODIA ,391760.0,"NEW ATISH MARKET EXTENSION,VILLAGE,SUKHALPURA    KHASRA No- 73 PART, 74 AND 66 PART, C-2, Ist and IInd FLOOR  Jaipur",302020.0,Bank Street    34/38  Fort,400023.0,VEDMANDIR ROAD    7/A  KANKARIA,380022.0,True,False,11,1.0,False,"31,86,000","31,86,000","35,04,600",,,
